Time,Latitude,Longitude,Magnitude,Depth (km),Place,Year
1970-01-01 00:28:16.040312050,33.5551667,-118.1826667,2.01,-0.15,"22 km SSW of Seal Beach, CA",1970
1970-01-01 00:28:16.039853057,51.4466,-178.2311,2.2,15.0,"120 km WSW of Adak, Alaska",1970
1970-01-01 00:28:16.039663542,0.5664,126.2461,4.4,42.765,"129 km W of Ternate, Indonesia",1970
1970-01-01 00:28:16.036861282,-23.9944,-66.9859,4.4,232.437,"72 km WNW of San Antonio de los Cobres, Argentina",1970
1970-01-01 00:28:16.036647020,19.255500793457,-155.394332885742,2.23000002,29.9799995422363,"Island of Hawaii, Hawaii",1970
1970-01-01 00:28:16.036291108,32.7,-100.698,3.0,1.9319,"9 km NE of Hermleigh, Texas",1970
1970-01-01 00:28:16.035908972,51.3001,-179.6911,2.7,56.205,"221 km WSW of Adak, Alaska",1970
1970-01-01 00:28:16.034795367,54.7223,-156.8371,3.1,16.7,"197 km SE of Perryville, Alaska",1970
1970-01-01 00:28:16.033919434,-52.8414,140.1915,5.8,10.0,west of Macquarie Island,1970
1970-01-01 00:28:16.033802690,33.1381667,-115.648,2.44,7.76,"12 km NNW of Westmorland, CA",1970
1970-01-01 00:28:16.033407869,-52.7382,140.4843,4.3,10.0,west of Macquarie Island,1970
1970-01-01 00:28:16.033296680,19.5295,-67.9178,3.68,34.0,"116 km NNE of Punta Cana, Dominican Republic",1970
1970-01-01 00:28:16.032134363,-8.6407,130.4273,4.5,10.0,"Pulau Pulau Tanimbar, Indonesia",1970
1970-01-01 00:28:16.031700302,4.8524,125.1348,4.5,10.0,"70 km SSW of Sarangani, Philippines",1970
1970-01-01 00:28:16.031279481,31.564,-104.136,2.1,6.5943,"42 km NW of Toyah, Texas",1970
1970-01-01 00:28:16.031088543,55.439,-160.5232,2.3,72.7,Alaska Peninsula,1970
1970-01-01 00:28:16.028471256,59.1514,-152.8969,2.4,70.2,"60 km WSW of Nanwalek, Alaska",1970
1970-01-01 00:28:16.028305166,-19.3382,-178.4723,4.7,591.828,"272 km ESE of Levuka, Fiji",1970
1970-01-01 00:28:16.027028707,51.5401,178.9476,2.5,76.515,"Rat Islands, Aleutian Islands, Alaska",1970
1970-01-01 00:28:16.026969681,-57.9717,-25.4371,5.2,35.0,South Sandwich Islands region,1970
1970-01-01 00:28:16.025357751,20.1355,144.9796,4.1,173.776,"Maug Islands region, Northern Mariana Islands",1970
1970-01-01 00:28:16.019153951,-1.5266,126.4075,4.5,10.0,"75 km NE of Sanana, Indonesia",1970
1970-01-01 00:28:16.018834240,18.7783333333333,-67.389,3.2,9.41,"44 km NW of San Antonio, Puerto Rico",1970
1970-01-01 00:28:16.018654014,60.4018,-63.694,4.2,10.0,Davis Strait,1970
1970-01-01 00:28:16.018480882,31.519,-104.007,2.5,6.9028,"30 km NW of Toyah, Texas",1970
1970-01-01 00:28:16.018102782,51.3811,179.8515,2.9,64.995,"249 km WSW of Adak, Alaska",1970
1970-01-01 00:28:16.017154235,56.295,-156.5342,2.1,27.0,"115 km E of Chignik, Alaska",1970
1970-01-01 00:28:16.016568611,-23.238,-175.1186,4.8,10.0,"210 km S of ‘Ohonua, Tonga",1970
1970-01-01 00:28:16.016335850,18.782,-67.3928333333333,3.0,11.13,"44 km NW of San Antonio, Puerto Rico",1970
1970-01-01 00:28:16.014944020,44.4551666666667,-115.21,2.37,6.19,"34 km NW of Stanley, Idaho",1970
1970-01-01 00:28:16.014806050,32.7313333,-115.5546667,2.89,12.58,"2 km W of Heber, CA",1970
1970-01-01 00:28:16.014418201,58.3383,-133.5729,2.0,0.0,"49 km E of Juneau, Alaska",1970
1970-01-01 00:28:16.014345546,38.4809,-30.347,5.0,14.127,"122 km SE of Lajes das Flores, Portugal",1970
1970-01-01 00:28:16.014239480,32.7296667,-115.5526667,2.1,13.02,"2 km W of Heber, CA",1970
1970-01-01 00:28:16.013892510,17.9433333333333,-67.0196666666667,2.41,10.28,"4 km SE of La Parguera, Puerto Rico",1970
1970-01-01 00:28:16.011665655,23.1726,142.9082,4.6,81.652,"Volcano Islands, Japan region",1970
1970-01-01 00:28:16.007891151,-11.0107,165.4626,4.4,55.488,"48 km SW of Lata, Solomon Islands",1970
1970-01-01 00:28:16.006825731,31.3907,-115.3899,2.9,10.0,"66 km NW of San Felipe, Mexico",1970
1970-01-01 00:28:16.006296463,-8.9346,152.7769,5.1,10.0,"296 km ENE of Alotau, Papua New Guinea",1970
1970-01-01 00:28:16.005983230,35.3183333,-118.5726667,2.14,4.14,"24 km NNW of Tehachapi, CA",1970
1970-01-01 00:28:16.005227130,-16.5177,-172.2945,4.5,10.0,"172 km ESE of Hihifo, Tonga",1970
1970-01-01 00:28:16.004694010,17.944,-66.283,2.56,7.95,Puerto Rico region,1970
1970-01-01 00:28:16.002925208,51.2027,-178.249,2.7,35.0,"134 km SW of Adak, Alaska",1970
1970-01-01 00:28:16.002559137,18.971,145.4523,3.5,303.378,"Pagan region, Northern Mariana Islands",1970
1970-01-01 00:28:16.002464190,39.6726667,-120.2991667,2.4,4.91,"5 km W of Loyalton, CA",1970
1970-01-01 00:28:16.002313829,-17.7085,-175.0196,4.3,219.796,"151 km NW of Neiafu, Tonga",1970
1970-01-01 00:28:16.002297240,40.0644,144.1888,4.6,10.0,"197 km ENE of Miyako, Japan",1970
1970-01-01 00:28:16.001556746,16.6527,-95.7313,4.4,52.394,"21 km W of Santiago Lachiguiri, Mexico",1970
1970-01-01 00:28:16.001028345,51.1632,-170.1978,4.2,10.0,"217 km SSW of Nikolski, Alaska",1970
1970-01-01 00:28:16.000628460,17.9276666666667,-66.2806666666667,3.0,7.65,"5 km SSE of Salinas, Puerto Rico",1970
1970-01-01 00:28:15.998790600,38.8198333,-122.7995,2.1,2.88,"6 km NW of The Geysers, CA",1970
1970-01-01 00:28:15.997461290,19.1700000762939,-155.498992919922,2.0,31.1299991607666,"4 km SSW of P?hala, Hawaii",1970
1970-01-01 00:28:15.996211990,38.8298333,-122.8188333,2.6,2.09,"8 km NW of The Geysers, CA",1970
1970-01-01 00:28:15.996069178,-13.1134,166.3561,4.4,35.0,"154 km WNW of Sola, Vanuatu",1970
1970-01-01 00:28:15.996006110,17.9503333333333,-66.9496666666667,2.23,9.3,Puerto Rico region,1970
1970-01-01 00:28:15.993326998,51.3923,-176.1557,3.6,35.0,"62 km SSE of Adak, Alaska",1970
1970-01-01 00:28:15.993266670,34.1476667,-116.43,2.2,6.8,"4 km N of Yucca Valley, CA",1970
1970-01-01 00:28:15.990629331,57.2802,-154.8834,2.1,6.7,"Kodiak Island region, Alaska",1970
1970-01-01 00:28:15.990391200,44.7781666666667,-114.4095,2.2,12.61,"33 km NNW of Challis, Idaho",1970
1970-01-01 00:28:15.990352560,37.5392,56.8228,4.4,10.0,"45 km W of Bojnūrd, Iran",1970
1970-01-01 00:28:15.988538688,-27.7201,-71.4828,4.1,14.446,"118 km NW of Vallenar, Chile",1970
1970-01-01 00:28:15.987672706,-4.2536,138.4761,4.0,130.04,"147 km NNE of Agats, Indonesia",1970
1970-01-01 00:28:15.986520790,17.8821666666667,-66.8566666666667,2.37,11.2,"11 km SSE of Maria Antonia, Puerto Rico",1970
1970-01-01 00:28:15.984584117,57.3456,-151.1452,2.5,11.8,"74 km ESE of Chiniak, Alaska",1970
1970-01-01 00:28:15.984175949,-6.8209,144.6576,4.6,10.0,"94 km SE of Ialibu, Papua New Guinea",1970
1970-01-01 00:28:15.983423720,33.2723333,-116.7833333,2.01,12.38,"4 km NNW of Lake Henshaw, CA",1970
1970-01-01 00:28:15.982971454,-2.9759,141.7352,4.5,28.802,"58 km SE of Vanimo, Papua New Guinea",1970
1970-01-01 00:28:15.981061842,58.9948,-137.0827,2.4,2.5,"76 km SW of Covenant Life, Alaska",1970
1970-01-01 00:28:15.978839257,11.0579,125.9755,4.4,35.0,"21 km NE of Sulangan, Philippines",1970
1970-01-01 00:28:15.978794156,57.3116,-136.229,2.3,2.8,"61 km WNW of Sitka, Alaska",1970
1970-01-01 00:28:15.978661070,31.752,-104.186,2.0,7.5712,"50 km SSE of Whites City, New Mexico",1970
1970-01-01 00:28:15.977882036,-14.7815,-177.8041,4.7,364.519,"61 km SSE of Alo, Wallis and Futuna",1970
1970-01-01 00:28:15.976638916,58.2705,-147.5422,2.6,6.8,"201 km S of Chenega, Alaska",1970
1970-01-01 00:28:15.975259400,18.0343333333333,-66.7975,2.08,17.05,"1 km NNW of Guayanilla, Puerto Rico",1970
1970-01-01 00:28:15.974291928,-15.6287,-70.5701,4.3,204.04,"8 km NNE of Santa Lucía, Peru",1970
1970-01-01 00:28:15.974272190,36.8907,140.2425,4.5,115.995,"16 km WSW of Hanawa, Japan",1970
1970-01-01 00:28:15.973256773,51.5333,-177.9796,3.7,81.659,"100 km WSW of Adak, Alaska",1970
1970-01-01 00:28:15.972842812,69.5353,-144.4715,2.5,0.0,"74 km SSW of Kaktovik, Alaska",1970
1970-01-01 00:28:15.972575978,63.0898,-148.5676,2.0,68.7,"38 km SSE of Cantwell, Alaska",1970
1970-01-01 00:28:15.972494681,54.0332,-163.608,2.0,25.6,"92 km S of False Pass, Alaska",1970
1970-01-01 00:28:15.972022928,58.2702,-147.5594,2.2,8.5,"201 km S of Chenega, Alaska",1970
1970-01-01 00:28:15.966626590,35.5168333,-118.394,2.4,5.04,"12 km SE of Bodfish, CA",1970
1970-01-01 00:28:15.965983958,-21.2897,-68.5404,4.2,106.712,"30 km WSW of Ollagüe, Chile",1970
1970-01-01 00:28:15.964813392,53.3415,-168.9708,2.7,98.17,"45 km N of Nikolski, Alaska",1970
1970-01-01 00:28:15.963381653,31.659,-104.445,2.0,6.6971,"57 km S of Whites City, New Mexico",1970
1970-01-01 00:28:15.962542951,-27.4451,65.9826,4.5,10.0,Indian Ocean Triple Junction,1970
1970-01-01 00:28:15.961315331,58.3497,-133.518,2.0,0.0,"53 km E of Juneau, Alaska",1970
1970-01-01 00:28:15.958911793,16.1318,-93.6999,4.5,112.097,"7 km NE of Tonalá, Mexico",1970
1970-01-01 00:28:15.957552920,18.0331666666667,-66.775,2.86,12.44,"1 km NNW of Magas Arriba, Puerto Rico",1970
1970-01-01 00:28:15.955599623,25.6199,141.4032,4.5,10.0,"Volcano Islands, Japan region",1970
1970-01-01 00:28:15.954951057,58.3503,-133.4564,2.8,0.0,"56 km E of Juneau, Alaska",1970
1970-01-01 00:28:15.954889330,19.3295001983643,-155.195999145508,2.38,-0.769999980926514,"13 km SSE of Volcano, Hawaii",1970
1970-01-01 00:28:15.953345230,17.9451666666667,-66.2743333333333,2.98,8.26,"4 km SE of Salinas, Puerto Rico",1970
1970-01-01 00:28:15.953155310,19.1438331604004,-155.373504638672,2.1099999,29.8500003814697,"12 km ESE of Pāhala, Hawaii",1970
1970-01-01 00:28:15.952458156,-21.0607,-68.8019,4.3,104.904,"59 km WNW of Ollagüe, Chile",1970
1970-01-01 00:28:15.952397254,-5.1954,152.8589,5.0,35.0,"114 km SE of Kokopo, Papua New Guinea",1970
1970-01-01 00:28:15.951583501,-17.9257,-178.161,4.3,452.356,"267 km E of Levuka, Fiji",1970
1970-01-01 00:28:15.950376307,-4.6058,153.2711,5.6,50.884,"114 km ESE of Kokopo, Papua New Guinea",1970
1970-01-01 00:28:15.948204811,51.8646,-174.39,2.9,62.069,"39 km SSW of Atka, Alaska",1970
1970-01-01 00:28:15.947950062,6.5934,127.4795,4.4,10.0,"124 km ESE of San Ignacio, Philippines",1970
1970-01-01 00:28:15.947127623,11.7873,43.1156,4.4,10.0,"22 km N of Djibouti, Djibouti",1970
1970-01-01 00:28:15.947052666,-20.7879,-178.1306,4.3,623.316,"297 km W of Houma, Tonga",1970
1970-01-01 00:28:15.946475949,-5.2457,152.7435,4.7,35.0,"112 km SSE of Kokopo, Papua New Guinea",1970
1970-01-01 00:28:15.946338510,18.9705,-64.3628,3.72,20.0,"84 km NNE of Cruz Bay, U.S. Virgin Islands",1970
1970-01-01 00:28:15.946192101,31.653,-104.45,2.8,6.6971,"58 km S of Whites City, New Mexico",1970
1970-01-01 00:28:15.945956188,21.1034,144.4935,4.2,186.195,Mariana Islands region,1970
1970-01-01 00:28:15.945415651,61.4417,-146.9551,3.0,12.0,"47 km NW of Valdez, Alaska",1970
1970-01-01 00:28:15.944693320,31.8246667,-116.1605,2.49,5.37,"40 km ENE of Maneadero, B.C., MX",1970
1970-01-01 00:28:15.943668651,-19.315,-177.9564,4.9,595.604,Fiji region,1970
1970-01-01 00:28:15.942944312,61.3042,-59.4559,4.1,10.0,Davis Strait,1970
1970-01-01 00:28:15.942786877,60.5365,-151.1696,2.8,75.7,"4 km W of Ridgeway, Alaska",1970
1970-01-01 00:28:15.940840609,63.2266,-150.3786,2.2,112.2,"73 km WSW of Cantwell, Alaska",1970
1970-01-01 00:28:15.939672492,54.9708,-160.4331,2.9,34.308,"40 km S of Sand Point, Alaska",1970
1970-01-01 00:28:15.938954444,31.653,-104.454,2.3,6.8514,"58 km S of Whites City, New Mexico",1970
1970-01-01 00:28:15.937543649,65.4597,-134.9958,3.2,29.7,"262 km NE of Dawson City, Canada",1970
1970-01-01 00:28:15.937473794,58.2744,-155.178,2.0,24.1,"89 km NNW of Karluk, Alaska",1970
1970-01-01 00:28:15.937404288,58.2636,-155.1327,2.0,29.8,"87 km NNW of Karluk, Alaska",1970
1970-01-01 00:28:15.937393993,65.5691,-135.1098,2.3,29.4,"265 km NE of Dawson City, Canada",1970
1970-01-01 00:28:15.936684120,56.0257,-159.8136,2.0,98.1,Alaska Peninsula,1970
1970-01-01 00:28:15.935999953,54.597,-159.9056,2.0,25.6,"90 km SSE of Sand Point, Alaska",1970
1970-01-01 00:28:15.935520370,-5.2707,152.7318,4.6,31.327,"114 km SSE of Kokopo, Papua New Guinea",1970
1970-01-01 00:28:15.935310542,69.1322,-144.6262,3.3,14.2,"118 km NNE of Arctic Village, Alaska",1970
1970-01-01 00:28:15.933206750,44.443333333333335,-122.723,2.03,-0.77,"5 km NNE of Sweet Home, Oregon",1970
1970-01-01 00:28:15.930916813,61.565,-137.7742,2.4,7.6,"174 km WNW of Whitehorse, Canada",1970
1970-01-01 00:28:15.930378424,13.2684,-90.1755,4.6,66.631,"52 km SW of Acajutla, El Salvador",1970
1970-01-01 00:28:15.930316466,-6.784,147.7769,4.9,63.779,"26 km SSW of Finschhafen, Papua New Guinea",1970
1970-01-01 00:28:15.930217174,-5.9177,149.1913,5.0,92.416,"50 km NW of Kandrian, Papua New Guinea",1970
1970-01-01 00:28:15.930208904,52.6584,-175.3955,2.6,198.052,"96 km WNW of Atka, Alaska",1970
1970-01-01 00:28:15.929946649,-5.3355,152.8635,4.5,25.615,"128 km SSE of Kokopo, Papua New Guinea",1970
1970-01-01 00:28:15.929393880,59.9572,-152.371,2.0,78.4,"35 km W of Happy Valley, Alaska",1970
1970-01-01 00:28:15.928926560,37.9959,72.5538,4.0,126.654,"104 km ENE of Khorugh, Tajikistan",1970
1970-01-01 00:28:15.928874859,-5.2534,152.8231,5.7,27.0,"117 km SSE of Kokopo, Papua New Guinea",1970
1970-01-01 00:28:15.926737140,19.3276672363281,-155.242004394531,2.14,7.05000019073486,"12 km S of Volcano, Hawaii",1970
1970-01-01 00:28:15.926731040,19.327,-155.253,2.41,31.14,"Island of Hawaii, Hawaii",1970
1970-01-01 00:28:15.925230860,50.414,178.5416,2.9,10.0,"Rat Islands, Aleutian Islands, Alaska",1970
1970-01-01 00:28:15.925152329,-19.2072,-177.6025,4.4,553.432,Fiji region,1970
1970-01-01 00:28:15.923778920,38.2968333,-119.3776667,2.64,6.9,"14 km WNW of Bridgeport, CA",1970
1970-01-01 00:28:15.923480700,17.922,-66.948,2.27,9.01,"6 km SW of Gu?nica, Puerto Rico",1970
1970-01-01 00:28:15.922806917,44.3313,148.671,5.8,30.0,"117 km SSE of Kuril’sk, Russia",1970
1970-01-01 00:28:15.922003694,12.5402,126.0155,4.7,10.0,"68 km ENE of Alugan, Philippines",1970
1970-01-01 00:28:15.920789204,8.9872,126.473,4.9,68.191,"20 km ENE of Aras-asan, Philippines",1970
1970-01-01 00:28:15.920684718,59.5785,-153.6009,2.0,111.2,"36 km SE of Pedro Bay, Alaska",1970
1970-01-01 00:28:15.920518654,45.7145,-106.7426,3.1,0.0,"10 km N of Muddy, Montana",1970
1970-01-01 00:28:15.920014117,15.2769,146.3902,4.4,54.503,"68 km E of Saipan, Northern Mariana Islands",1970
1970-01-01 00:28:15.919646320,17.962,-66.944,2.92,10.05,"3 km WSW of Guánica, Puerto Rico",1970
1970-01-01 00:28:15.918097828,61.6934,-147.4038,2.1,22.2,"18 km SE of Glacier View, Alaska",1970
1970-01-01 00:28:15.916543483,31.603,-104.564,2.7,6.4658,"65 km SSW of Whites City, New Mexico",1970
1970-01-01 00:28:15.916199026,59.9765,-153.4251,2.3,137.3,"43 km ENE of Pedro Bay, Alaska",1970
1970-01-01 00:28:15.915861500,17.9233333333333,-66.8585,2.41,11.32,"6 km SSE of Maria Antonia, Puerto Rico",1970
1970-01-01 00:28:15.915287172,52.0537,-179.9261,2.7,174.303,"227 km W of Adak, Alaska",1970
1970-01-01 00:28:15.914488528,31.644,-104.471,2.2,6.9028,"59 km S of Whites City, New Mexico",1970
1970-01-01 00:28:15.913445816,2.4876,66.41,4.5,10.0,Carlsberg Ridge,1970
1970-01-01 00:28:15.912337128,51.3997,-176.2993,2.0,35.0,"57 km SSE of Adak, Alaska",1970
1970-01-01 00:28:15.912079104,56.3311,-159.523,2.0,134.8,"47 km W of Chignik Lake, Alaska",1970
1970-01-01 00:28:15.912025892,-15.5866,167.741,6.1,125.0,"62 km E of Luganville, Vanuatu",1970
1970-01-01 00:28:15.911387648,37.4525,137.1593,4.4,10.0,"33 km NE of Anamizu, Japan",1970
1970-01-01 00:28:15.911267700,17.9378333333333,-66.2931666666667,2.1,10.42,"4 km S of Salinas, Puerto Rico",1970
1970-01-01 00:28:15.910076743,57.4603,-132.6644,2.2,3.3,"41 km E of Hobart Bay, Alaska",1970
1970-01-01 00:28:15.909875211,53.4761,-169.3874,2.7,35.0,"69 km NNW of Nikolski, Alaska",1970
1970-01-01 00:28:15.909645428,-6.3631,130.1749,4.8,171.316,"296 km WSW of Tual, Indonesia",1970
1970-01-01 00:28:15.908102220,19.1456661224365,-155.477661132812,2.25999999,33.6500015258789,"6 km S of Pāhala, Hawaii",1970
1970-01-01 00:28:15.902700359,18.7377,-69.7863,4.2,105.196,"7 km S of Monte Plata, Dominican Republic",1970
1970-01-01 00:28:15.902598179,61.5933,-151.3824,2.3,74.7,"44 km S of Skwentna, Alaska",1970
1970-01-01 00:28:15.902223687,28.849,-98.137,2.8,2.5677,"18 km SW of Falls City, Texas",1970
1970-01-01 00:28:15.901543883,51.1239,178.2059,2.7,10.0,"Rat Islands, Aleutian Islands, Alaska",1970
1970-01-01 00:28:15.900373010,18.7913,-64.3293,3.6,35.0,Virgin Islands,1970
1970-01-01 00:28:15.900345300,17.9375,-66.956,2.43,11.83,"6 km SW of Guánica, Puerto Rico",1970
1970-01-01 00:28:15.899803476,-6.611,129.6152,4.6,146.025,Banda Sea,1970
1970-01-01 00:28:15.899603580,31.611,-104.541,2.6,5.7459,"64 km SSW of Whites City, New Mexico",1970
1970-01-01 00:28:15.899449087,32.122,-101.055,2.4,7.3853,"26 km S of Westbrook, Texas",1970
1970-01-01 00:28:15.899059477,51.2803,178.5112,3.1,10.0,"Rat Islands, Aleutian Islands, Alaska",1970
1970-01-01 00:28:15.898971714,31.62,-104.35,2.2,6.1316,"61 km S of Whites City, New Mexico",1970
1970-01-01 00:28:15.898220712,32.2208,-110.5104,3.1,11.504,"21 km E of Tanque Verde, Arizona",1970
1970-01-01 00:28:15.897981230,39.8063333,-122.7648333,2.47,5.52,"18 km N of Alder Springs, CA",1970
1970-01-01 00:28:15.897969219,28.798,-98.451,2.1,2.2743,"4 km ENE of Christine, Texas",1970
1970-01-01 00:28:15.897382441,65.3911,-162.7238,2.2,10.3,"76 km S of Deering, Alaska",1970
1970-01-01 00:28:15.897380110,17.9355,-66.289,2.58,7.34,"4 km SSE of Salinas, Puerto Rico",1970
1970-01-01 00:28:15.897352177,31.591,-104.553,2.0,5.9516,"66 km NNE of Van Horn, Texas",1970
1970-01-01 00:28:15.897282310,17.9501666666667,-66.2923333333333,2.69,11.94,"3 km S of Salinas, Puerto Rico",1970
1970-01-01 00:28:15.897250154,54.0863,-164.2414,2.0,53.5,"100 km E of Akutan, Alaska",1970
1970-01-01 00:28:15.896758940,17.9291666666667,-66.2746666666667,2.96,9.23,"5 km SSE of Salinas, Puerto Rico",1970
1970-01-01 00:28:15.896244391,31.75,-104.181,2.3,6.4915,"50 km SSE of Whites City, New Mexico",1970
1970-01-01 00:28:15.893646690,17.9458333333333,-66.2808333333333,2.7,11.3,"3 km SSE of Salinas, Puerto Rico",1970
1970-01-01 00:28:15.893214354,31.751,-104.183,3.2,6.3244,"50 km SSE of Whites City, New Mexico",1970
1970-01-01 00:28:15.893159004,59.6834,-153.3039,3.4,105.6,"46 km ESE of Pedro Bay, Alaska",1970
1970-01-01 00:28:15.893089927,31.581,-104.548,2.4,6.5686,"65 km NNE of Van Horn, Texas",1970
1970-01-01 00:28:15.892608540,19.1504993438721,-155.481674194336,2.27999997,33.75,"5 km S of Pāhala, Hawaii",1970
1970-01-01 00:28:15.892101342,3.0364,-84.1713,4.3,10.0,off the coast of Central America,1970
1970-01-01 00:28:15.891939770,-2.8762,126.5562,4.9,11.046,"110 km SE of Sanana, Indonesia",1970
1970-01-01 00:28:15.891064564,51.9632,-172.9444,2.5,73.184,"89 km ESE of Atka, Alaska",1970
1970-01-01 00:28:15.890850964,55.1538,-159.6169,2.1,1.2,"59 km ESE of Sand Point, Alaska",1970
1970-01-01 00:28:15.890656970,17.9386666666667,-66.2825,2.64,11.33,"4 km SSE of Salinas, Puerto Rico",1970
1970-01-01 00:28:15.890647153,55.1257,-159.5559,2.1,5.2,"64 km ESE of Sand Point, Alaska",1970
1970-01-01 00:28:15.890238165,-6.3073,146.164,4.2,113.019,"33 km E of Kainantu, Papua New Guinea",1970
1970-01-01 00:28:15.890044456,31.578,-104.537,2.4,6.4144,"65 km NNE of Van Horn, Texas",1970
1970-01-01 00:28:15.889804620,34.47333333,-97.75433333,2.07,6.37,"7 km W of Velma, Oklahoma",1970
1970-01-01 00:28:15.889771078,-5.5574,104.4582,4.5,10.261,"90 km W of Bandar Lampung, Indonesia",1970
1970-01-01 00:28:15.889746438,-31.718,-71.9956,4.4,19.359,"78 km W of Illapel, Chile",1970
1970-01-01 00:28:15.886947360,18.0738333333333,-66.9211666666667,2.51,16.4,"4 km NNE of Liborio Negron Torres, Puerto Rico",1970
1970-01-01 00:28:15.886090958,9.3063,94.1254,4.3,10.0,"Nicobar Islands, India region",1970
1970-01-01 00:28:15.885068060,17.923,-66.2883333333333,2.36,10.22,"6 km S of Salinas, Puerto Rico",1970
1970-01-01 00:28:15.884691254,38.1665,-117.8231,2.2,10.8,"35 km SE of Mina, Nevada",1970
1970-01-01 00:28:15.884232798,-23.786,-70.0969,4.3,60.976,"33 km ESE of Antofagasta, Chile",1970
1970-01-01 00:28:15.883631791,31.596,-104.546,2.0,6.0544,"66 km SSW of Whites City, New Mexico",1970
1970-01-01 00:28:15.883339600,17.9341666666667,-66.289,2.71,13.41,Puerto Rico region,1970
1970-01-01 00:28:15.883115668,-5.9096,102.7141,4.2,23.677,"216 km SSW of Pagar Alam, Indonesia",1970
1970-01-01 00:28:15.882484193,1.2324,-78.8118,4.1,53.309,"6 km SSE of San Lorenzo de Esmeraldas, Ecuador",1970
1970-01-01 00:28:15.881854859,-6.5946,129.7527,4.0,134.781,Banda Sea,1970
1970-01-01 00:28:15.880392444,11.6384,43.23,4.6,10.839,"10 km ENE of Djibouti, Djibouti",1970
1970-01-01 00:28:15.880065500,19.6526,-65.6818,3.62,76.0,"136 km N of Suárez, Puerto Rico",1970
1970-01-01 00:28:15.879791310,17.9393333333333,-66.2811666666667,2.45,14.02,"4 km SSE of Salinas, Puerto Rico",1970
1970-01-01 00:28:15.879647380,18.7015,-67.4103333333333,3.21,6.98,"40 km NW of San Antonio, Puerto Rico",1970
1970-01-01 00:28:15.879196633,60.2187,-141.2121,2.0,8.4,"111 km NW of Yakutat, Alaska",1970
1970-01-01 00:28:15.878042190,17.9511666666667,-66.2863333333333,2.5,12.84,Puerto Rico region,1970
1970-01-01 00:28:15.877053740,18.165,-66.1636666666667,2.8,74.83,"1 km SSW of Cidra, Puerto Rico",1970
1970-01-01 00:28:15.876481583,54.4028,-159.8336,2.6,35.0,"112 km SSE of Sand Point, Alaska",1970
1970-01-01 00:28:15.875873840,17.9226666666667,-66.2845,2.39,13.7,"6 km SSE of Salinas, Puerto Rico",1970
1970-01-01 00:28:15.875394687,59.6033,-153.0674,2.4,109.8,"61 km ESE of Pedro Bay, Alaska",1970
1970-01-01 00:28:15.875121929,53.6867,-164.7172,2.3,25.0,"85 km SE of Akutan, Alaska",1970
1970-01-01 00:28:15.873750150,17.9388333333333,-66.2841666666667,2.34,12.84,"4 km SSE of Salinas, Puerto Rico",1970
1970-01-01 00:28:15.873618381,39.7449,-120.5648,2.1,7.4,"0 km N of Valley Ranch, California",1970
1970-01-01 00:28:15.873360797,1.9903,97.4814,4.6,50.637,"47 km SW of Singkil, Indonesia",1970
1970-01-01 00:28:15.871905910,9.6651,125.6695,4.5,50.762,"7 km NNE of Bacuag, Philippines",1970
1970-01-01 00:28:15.870538140,-23.8011,-176.4313,4.5,99.1,south of the Fiji Islands,1970
1970-01-01 00:28:15.865413077,-15.1407,-173.458,5.0,16.067,"97 km NNE of Hihifo, Tonga",1970
1970-01-01 00:28:15.864264120,17.9388333333333,-66.9605,2.57,15.84,"6 km WSW of Guánica, Puerto Rico",1970
1970-01-01 00:28:15.864225991,-15.9764,-74.6342,4.4,40.216,"35 km SW of Atiquipa, Peru",1970
1970-01-01 00:28:15.864125506,11.7134,43.1605,4.6,10.727,"13 km N of Djibouti, Djibouti",1970
1970-01-01 00:28:15.863360580,32.3556667,-115.347,2.0,14.54,"14 km W of Delta, B.C., MX",1970
1970-01-01 00:28:15.863205597,58.7653,-152.9163,2.5,63.1,"78 km N of Aleneva, Alaska",1970
1970-01-01 00:28:15.862705236,2.4131,66.3959,4.5,10.0,Carlsberg Ridge,1970
1970-01-01 00:28:15.862570295,65.9125,-163.3114,2.1,13.1,"32 km SW of Deering, Alaska",1970
1970-01-01 00:28:15.862090943,41.1673,-126.8581,3.0,10.0,"227 km WNW of Indianola, California",1970
1970-01-01 00:28:15.862001720,17.9196666666667,-66.2766666666667,2.73,7.57,"6 km SSE of Salinas, Puerto Rico",1970
1970-01-01 00:28:15.861760030,38.5561667,-119.5126667,2.47,4.16,"5 km NNW of Walker, CA",1970
1970-01-01 00:28:15.860872435,51.446,179.9073,2.6,62.793,"243 km WSW of Adak, Alaska",1970
1970-01-01 00:28:15.860753768,2.6844,66.403,4.5,10.0,Carlsberg Ridge,1970
1970-01-01 00:28:15.860040461,0.7959,-26.0973,4.9,10.0,central Mid-Atlantic Ridge,1970
1970-01-01 00:28:15.859681049,2.6204,66.3947,4.6,10.0,Carlsberg Ridge,1970
1970-01-01 00:28:15.859144387,4.9975,-82.7707,4.5,10.0,south of Panama,1970
1970-01-01 00:28:15.859139742,66.4929,-157.2403,2.8,7.4,northern Alaska,1970
1970-01-01 00:28:15.859127604,-5.4639,147.0735,4.0,178.394,"139 km N of Lae, Papua New Guinea",1970
1970-01-01 00:28:15.858404280,29.7208,94.6666,4.0,10.0,"135 km NNE of Shi Yomi, India",1970
